algorithm,seed,Yhp,Yhc,D,productivity_DH,process_yield_H_Gin,Bp,Bc,G,A,Hp,Hc,H_total
NSGA2,2,0.6137445114152147,0.4577886317534583,0.21623090334640183,1.054411952884407,0.24381620216311992,2.860736670809922,0.39171891856249147,1.1389252273137058,0.015612792500298291,4.545596068412692,0.33072797484970673,4.876324043262398
NSGA2,2,0.533056740595957,0.37698522842213894,0.2582070866644286,1.1035945222553223,0.21370337594366204,3.513793753129477,0.4342489661181618,0.9824823762536784,0.018293139395019933,4.011304173359733,0.2627633455135082,4.274067518873241
NSGA2,2,0.5155719669418154,0.38299856506537144,0.26876264929635174,1.107620256117168,0.20605918624054193,3.628824816271784,0.4173415666780332,1.118737695020738,0.022316613586841807,3.862122380493615,0.25906134431722344,4.121183724810838
NSGA2,2,0.614067424669322,0.48542204635113756,0.21205568899171043,1.0497880754529698,0.24752650599579235,2.8998130335165846,0.35677658895462694,0.9480051194811921,0.018220968177607766,4.613968437332156,0.33656168258369096,4.950530119915847
NSGA2,2,0.6193229912554951,0.4913926074095337,0.2072233201503596,1.0401655130807694,0.2509769441793601,2.8767692965049814,0.3512136927395997,0.8455655486777162,0.017695231795010896,4.680212686706285,0.3393261968809176,5.019538883587202
NSGA2,2,0.5530781034424501,0.4036469911199274,0.24857546531636124,1.0980702118559762,0.2208726051178192,3.3418776945067115,0.41631528059303685,1.0774219563560186,0.01857765579422875,4.135665295102391,0.28178680725399274,4.417452102356384
NSGA2,2,0.8697702106250564,0.8238682951757281,0.061318199899097356,0.4276921753265168,0.3487481498399407,0.9705988293168959,0.10530916378154942,0.3802738345169031,0.013678318236418532,6.482372061409591,0.4925909353892233,6.974962996798814
NSGA2,2,0.6122130566744163,0.4869049905115329,0.2131884635969489,1.051863600729157,0.2466980583709716,2.912435476212662,0.3540683553969481,0.9651009289770512,0.018803560585922627,4.597965599275322,0.3359955681441101,4.933961167419432
NSGA2,2,0.5516683686851555,0.40237268112848273,0.2496647950741122,1.0988779793356445,0.22007067095892432,3.3487550918367437,0.4170574431261771,1.0982412384465805,0.018705772324779824,4.120615476587533,0.28079794259095314,4.401413419178486
NSGA2,2,0.8332346563327705,0.7841264045274458,0.08051633390725207,0.5456026279798751,0.338814872401147,1.2621014542047095,0.12946775708200436,0.41115619661143,0.01624260083194821,6.306026470042903,0.47027097798003636,6.77629744802294
